profileId,testId,testDateUtc,testTypeId,testPositionId,notes,innerLeftAvgForce,innerLeftImpulse,innerLeftMaxForce,innerLeftRepetitions,innerRightAvgForce,innerRightImpulse,innerRightMaxForce,innerRightRepetitions,outerLeftAvgForce,outerLeftImpulse,outerLeftMaxForce,outerLeftRepetitions,outerRightAvgForce,outerRightImpulse,outerRightMaxForce,outerRightRepetitions,device,modifiedDateUtc,testTypeName,testPositionName,tenant_id
bbeaa8ad-bb69-4954-9d0e-edba9b6ab519,9ce28899-4d57-457c-ab31-f10571f09b42,2023-11-13 12:29:20.628000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,271.16666666666663,2719.6499999999996,294.75,3,297.5833333333333,2967.3250000000016,329.75,3,357.0833333333333,3776.2650000000012,371.75,3,379.1666666666667,4026.9799999999987,390.5,3,ForceFrame-1818,2024-01-21 00:03:28.851913700+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
bbeaa8ad-bb69-4954-9d0e-edba9b6ab519,ac0e77d6-bfdd-4fa1-9bf6-0c0f5a80f7bd,2023-07-25 13:54:34.872000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,245.58333333333334,2734.820000000001,283.25,3,277.75,3393.1949999999993,303.25,3,336.3333333333333,3524.08,369.625,3,378.0,3860.3799999999974,409.25,3,ForceFrame-1818,2024-01-21 00:03:28.852895200+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
bc287d17-5c8f-4cdf-8c12-59b55bd95ed0,f347f119-f78a-4566-b2d7-af811a3f82b2,2023-07-24 13:39:47.451000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,294.66666666666663,2891.04,335.125,3,302.4166666666667,3019.88,347.0,3,222.6875,2611.8250000000003,283.25,4,235.87499999999997,2770.1449999999995,300.25,4,ForceFrame-1818,2024-01-21 00:03:33.268636800+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
bc517e26-5b03-4820-8088-694ef0d49a23,c0b0d411-ef70-4ee8-82c5-8ff555abd8a1,2023-08-07 14:55:24.429000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,306.75,3254.9249999999993,336.75,3,334.4166666666667,3645.425000000001,358.25,3,322.0,3920.754999999999,325.25,3,342.9166666666667,4082.8399999999992,352.25,3,ForceFrame-1818,2024-01-21 00:03:35.202826200+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
bdef692a-93cf-435c-ab06-35b16928b068,436aca57-5953-482f-8708-48ef8a211b36,2023-08-01 12:51:21.126000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,265.16666666666663,3125.035000000001,291.375,3,198.875,3236.245000000002,266.875,3,282.75,3316.2600000000007,310.25,3,303.0833333333333,3626.109999999999,339.5,3,ForceFrame-1818,2024-01-21 00:03:53.892829+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
bebaed31-53ee-4c2d-8013-1e29c925ba94,38602126-4e32-4305-a3ae-8af7a8d72d57,2023-11-14 12:41:16.742000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,473.33333333333337,5676.724999999999,486.5,3,526.3333333333334,6392.794999999998,528.0,3,381.25,4706.425,386.75,3,398.41666666666663,4961.08,404.25,3,ForceFrame-1818,2024-01-21 00:04:12.024665400+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
bebaed31-53ee-4c2d-8013-1e29c925ba94,ee260440-8934-4b5e-91e5-698184057216,2023-08-01 12:19:56.602000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,419.25,4659.505,472.25,3,430.0,4810.870000000002,473.0,3,320.7083333333333,3402.2800000000016,327.25,3,378.1666666666667,3893.835,388.75,3,ForceFrame-1818,2024-01-21 00:04:12.025789100+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
bf499818-8a79-4edb-818e-796075627592,6d81c63a-0d7d-4290-849a-0b7ed06ea13b,2023-07-12 12:48:17.225000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,433.875,4679.09,466.625,3,442.58333333333337,4758.944999999999,472.0,3,348.875,3685.66,371.25,3,331.04166666666663,3346.774999999999,347.125,3,ForceFrame-1818,2024-01-21 00:04:17.410215100+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
bf5d0a81-94a8-418e-8c1a-6876f53fcfed,42b1fea7-a513-4bd5-9d2e-f9edc7c4fdc3,2023-07-25 12:42:37.892000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,406.125,3295.345,414.125,3,417.16666666666663,3401.335,423.0,3,436.04166666666663,3374.654999999999,459.125,3,433.0,3315.7649999999985,454.0,3,ForceFrame-1818,2024-01-21 00:04:18.967136600+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
bf5d0a81-94a8-418e-8c1a-6876f53fcfed,6dc86628-28ea-4e9f-b51d-e16942141d35,2023-11-14 13:20:53.300000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,310.66666666666663,4140.490000000002,330.25,3,338.3333333333333,4551.945,355.75,3,428.66666666666663,5317.58,451.0,3,420.58333333333326,5254.384999999998,434.5,3,ForceFrame-1818,2024-01-21 00:04:18.968156700+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
